substance_name	allergic_patients_count	medications_count
Psychotria Ipecacuanha D4, Kalium Chloratum D4, Kreosotum D4, Kalium Iodatum Trit. D4, Drosera D4	0	1
Tanaceti Parthenii Herba	0	5
Equisetum Arvense Ex Herba Ferm 35b Dil. D3 (Hab, Vs. 35b), Viscum Album (Mali) E Planta Tota Ferm 34i Dil. D3 (Hab, Vs. 34i)	0	1
Metformin Hydrochloride, Sitagliptin Hydrochloride Monohydrate	0	10
Camphor, Racemic, Zinc Oxide, Ichthammol	0	1
Valine, Alanine, Arginine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Threonine, Aspartic Acid, Glutamic Acid, Try...	0	2
Ampicillin Sodium, Sulbactam Sodium, Lidocaine Hydrochloride	0	1
Gabapentin	0	176
Oxytetracycline Hydrochloride	0	5
Citronellol	0	1
Dexamethasone Valerate	0	2
Letermovir	0	1
Azelastine Hydrochloride	0	78
Hydroxocobalamin Acetate, Thiamine Hydrochloride, Pyridoxine Hydrochloride	0	1
Povidone, Iodinated, Isopropyl Alcohol Ph. Eur.	0	1
Sterile Water	0	1
Echinacea Dry Extract	0	3
Meglumine Amidotrizoate	0	1
Calcium Carbonicum D8, Belladonna D6, Matricaria Recutita D4, Plantago Major D4, Solanum Dulcamara D6, Pulsatilla Pratensis D6	0	1
Secale Cereale Pollen Extract	0	1
Tris(N-Hydroxyethyl) Hexahydrotriazine	0	1
Aluminium Oxide, Hydrated, Acetylsalicylic Acid, Magnesium Hydroxide	0	1
Fluid Extract From Gentian Root (1: 1), Extraction Solvent: Ethanol 50% (V / V), Fluid Extract Of Wormwood (1:1), Extraction Solvent: Ethanol 20% (...	0	1
Nonivamide, Salicylamide, Benzyl Nicotinate, Hydroxyethyl Salicylate	0	1
Chlorphenamine Maleate, Ephedrine Hydrochloride	0	1
Cyproheptadine Pyridoxalphosphate	0	1
Ascorbic Acid, Magnesium Oxide, Heavy	0	2
Hexylresorcinol Bp	0	9
Pivmecillinam Hydrochloride	0	10
Sodium Molybdate Dihydrate, Zinc Chloride, Ferric Chloride Hexahydrate, Potassium Iodide, Sodium Fluoride, Sodium Selenite, Chromium Chloride Hexah...	0	2
Dry Extract From Red (Steam Treated) Ginseng Root (3 - 4 :1 ): Extraction Medium Ethanol 60% (V/V)	0	1
Magnesium Citrate Dibasic, Magnesium Oxide, Pyridoxine Hydrochloride	0	2
Rilmenidine Dihydrogen Phosphate	0	23
Tinctura Amara	0	2
Aesculus Hippocastanum Dil. D3, Arnica Montana Dil. D3, Asa Foetida Dil. D6, Pulsatilla Pratensis Dil. D3, Hamamelis Virginiana Dil. D3, Carbo Vege...	0	1
Extract Of Iberis Amara (1 : 1.5 - 2.5), Extracting Agent: Ethanol 50 % (V/V), Liquid Extract Of Caraway Fruit (1 : 2.5 - 3.5), Extracting Agent: E...	0	4
Nasturtium Officinale Dil. D6, Ailanthus Altissima Dil. D3, Cinchona Pubescens Spag. Peka Dil. D8, Echinacea Spag. Peka Dil. D12, Marrubium Vulgare...	0	1
Cetrorelix	0	4
Zinc, Chromium, Cobalt, Copper, Iron, Magnesium, Manganese, Selenium, Molybdenum, Fluoride, Boron, Vanadium	0	2
Arnica Montana Dil. D10, Berberis, Ethanol. Decoctum Dil. D3, Colchicum Autumnale, Ethanol. Digestio Dil. D4, Gelsemium, Ethanol. Decoctum Dil. D3,...	0	1
Copper Gluconate, Manganese Gluconate, Potassium Iodide, Sodium Selenite, Zinc Gluconate	0	5
Grindelia Robusta Dil. D3, Aralia Racemosa Dil. D 3, Blatta Orientalis Dil. D3, Sambucus Nigra Dil. D 2, Justicia Adhatoda Dil. D3, Populus Balsami...	0	1
Phenobarbital Bp	0	1
Simeticone, Magnesium Oxide, Heavy, Charcoal, Activated	0	1
Docetaxel, Ethanol	0	1
Lobelia Inflata Dil. D4, Crataegus Mother Tincture	0	1
Betahistine Dihydrochloride	0	138
Isopropyl Alcohol, Povidone, Iodinated	0	8
Quinine Hydrochloride	0	3
Testosterone Decanoate, Testosterone Isocaproate, Testosterone Phenylpropionate, Testosterone Propionate	0	5
Acetylcysteine, Glycine, L-Lysine Monoacetate, L-Tryptophan, Glycyl-Tyrosine, L-Arginine, L-Histidine, L-Isoleucine, L-Leucine, L-Methionine, L-Pro...	0	1
Estriol, Progesterone, Lactobacillus Rhamnosus Doderleini	0	1
Midodrine Hydrochloride	0	27
Carbo Vegetabilis Trit. D 4, Kalium Sulfuricum Trit. D 3, Quebracho (Hab 34) Trit. D 3, Zingiber Officinalis Trit. D 3, Anisum Stellatum (Hab 34) T...	0	1
Vincamine, Piracetam	0	2
Antimonit Trit. D1	0	1
Gentiana Lutea Dil. D 3, Juniperus Communis Dil. D3, Artemisia Absinthium Dil. D3, Matricaria Recutita D2	0	1
Paracetamol, Sobrerol	0	3
Clupea Harengus (725)	0	3
Dicycloverine Hydrochloride, Paracetamol	0	1
Levosulpiride	0	15
Belladonna Alkaloids	0	2
Icatibant Acetate	0	16
Proflavine Hemisulfate	0	1
Sulfogaiacol, Codeine Phosphate Hemihydrate	0	1
Enalapril Maleate	0	117
Menthol, Peppermint Oil, Cinnamon Oil, Citronella Oil, Clove Oil, Lavender Oil, Lemon Oil	0	1
Calcium Pantothenate, Senna Alcoholic Dry Extract	0	1
Ustekinumab	0	15
Amitriptyline	0	13
Formica Dil. D4, Colchicum D4, Ledum Dil D2, Thuja Dil D1, Lithium Carbonicum D6, Berberis Vulgaris Mother Tincture, Rhus Toxicodendron Dil. D3	0	1
Omega-3-Acid Ethyl Esters 90 With A Specific Composition For Epa And Dha Not Lower Than 85%.	0	4
Cimicifuga Racemosa Dil. D 2, Cyclamen Purpurascens Dil. D 3, Spigelia Anthelmia Dil. D2, Gelsemium Sempervirens Dil. D2, Iris Versicolor Dil. D2	0	1
Delorazepam	0	10
Lactose Monohydrate, Macrogol Glycerol Hydroxystearate, Sucrose, Glucose, Sodium Patent Blue V	0	1
Atropine	0	3
Hydrastis Canadensis D4, Kalium Bichromicum D5, Lemna Minor D3, Phosphorus D6, Ammonium Carbonicum D3, Arum Maculatum D4, Hydrargyrum Biiodatum D8,...	0	1
Potassium Chlorate, Sodium Hypochlorite, Sodium Percarbonate, Sodium Peroxide, Sulfuric Acid	0	1
Somapacitan	0	1
Dry Extract Of Pinus Sylvestris Pollen, Zea Mays Pollen, Secale Cereale Pollen, Dactylis Glomerata Pollen And Zea Mays Pistil (Der 3-4:1), Extracti...	0	1
Mannitol, Sorbitol (E420)	0	1
Bulevirtide	0	1
Sage Leaves Extract (1:2,9-3,1), Extraction Solvent Water	0	1
Toxicodendron Quercifolium Dil. D 6, Clematis Recta Dil. D4	0	1
Allergens, Insect Venom	0	3
Ferrous Sulphate Heptahydrate Bp	0	1
Nettle Root, Cryoground	0	1
Chloramphenicol, Dexamethasone	0	2
Artesunate, Pyronaridine Phosphate	0	1
Cupressus Sempervirens, Juniperus Communis L.	0	2
Helium	0	5
Phosphorus Dil. D5	0	1
Sodium Dihydrogen Phosphate Dihydrate, Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Glucose Monohydrate, Sodium Lactate	0	1
Drotaverine Hydrochloride, Metamizole Sodium, Caffeine	0	5
Macerate Of Marshmallow Root (1:6-7), Extraction Solvents: Water And Ethanol (40:1)	0	1
Betulae Folium, Solidaginis Herba, Orthosiphon Folium, Arctostaphylos Uva-Ursi Leaf	0	1
Ketamine Hydrochloride	0	13
Retinol Palmitate, Ascorbic Acid, Colecalciferol, Cyanocobalamin, Dexpanthenol, Folic Acid, Nicotinamide, Riboflavin, Pyridoxine Hydrochloride, D-B...	0	1
Thrombin, Bovine	0	1
Acidum Phosphoricum Dil. D30, Strychnos Ignatii Dil. D10, Strychnos Ignatii Dil. D30, Argentum Nitricum Dil. D30, Sepia Officinalis Dil. D30, Argen...	0	1
Eucalyptus Oil, Pine Needle Oil (Pinus Sylvestris)	0	1
Mucosa Nasalis Suis D10, Mucosa Nasalis Suis D200, Mucosa Nasalis Suis D30	0	1
Cefixime Anhydrous	0	6
Wasp Venom (Vespula Spp)	0	2
Arctostaphylos Uva-Ursi (L.) Spreng Folium	0	1
Glycerol, Ovolecithin, Highly Refined Fish Oil	0	1
Penicillium Roqueforti E Volumine Cellulae (Lyophil., Steril.) D4	0	1
Sepia Officinalis Dil. D 8, Aletris Farinosa Mother Tincture, Chamaelirium Luteum Dil. D2, Thuja Occidentalis Dil D1, Cimicifuga Racemosa Dil. D5, ...	0	1
Diphenoxylate Hydrochloride, Atropine Sulfate Monohydrate	0	1
Liquid Extract From Arnica Flower (Der 1:1), Extraction Solvent: 68% (V/V), Soft Extract Of Capsicum (Der 4-7: 1) Corresponding To 2.8 Mg Of Capsai...	0	1
Benzocaine, Matricariae Extractum Spissum, Belladonnae Radicis Extractum Spissum, Extractum Compositum Spissum Ex: Cytisi Scoparii Herba, Hippocast...	0	1
Interferon Alfa, Molgramostim, Epidermal Growth Factor, Deoxyribonucleic Acid, Erythropoietin, Interferon Gamma, Interleukin-1, Interleukin-2, Inte...	0	1
Pulsatilla D4, China Rubra D 4, Ipeca D 4, Arsenicum Album D8, Bryonia D4, Strychnos Nux-Vomica D6, Robinia Pseudoacacia D4, Sulfur D4	0	1
Taraxacum Officinale Ø, Calendula Mother Tincture, Chelidonium Dil. D8, Phytolacca Americana Dil. D2, Hydrastis Canadensis Mother Tincture, Sanguin...	0	1
1,6-Hexanediol Diglycidyl Ether (Technical Grade)	0	1
Equisetum Dry Extract	0	1
Methenamine, Phenyl Salicylate	0	1
Camphora Dil. D3 Aquos. (Hab, Sv 5b), Hypophysis Bovis Gl Dil. D7 (Hab, Vs. 41a), Skorodit Dil. D5, Veratrum Album E Radice Ferm 33c Dil. D3 (Hab, ...	0	1
Valine, Histidine, Isoleucine, Leucine, Lysine, Methionine, Phenylalanine, Threonine, Tryptophan	0	1
Amylmetacresol, Lidocaine, 2,4 Dichlorobenzyl Alcohol	0	6
Gallium (67ga) Citrate	0	15
Paeonia Officinalis D1, Krameria Triandra C3, Aesculus Hippocastanum C3, Hamamelis Virginiana D1	0	1
Cladosporium Cladosporioides	0	4
Dexketoprofen Trometamol, Tramadol Hydrochloride	0	3
Levobupivacaine	0	10
B/Phuket/3073/2013-Like Virus (B/Phuket/3073/2013, Wild Type), Influenza Virus B/Austria/1359417/2021-Like Strain (B/Austria/1359417/2021, Bvr-26),...	0	19
Hynic-[d-Phe1,tyr3-Octreotide]*tfa	0	4
Pravastatin Sodium	0	114
Stramonium Dil. D2, Amanita Muscaria Dil. D3, Aranea Avicularis (Hab 34) Dil. D4	0	1
Echinacea Mother Tincture, Hydrargyrum Bicyanatum D8, Kalium Phosphoricum D4, Lachesis Mutus Dil D6	0	1
Melissa Leaf	0	13
Calcium Carbonicum Hahnemanni Dil. D 10, Symphytum Officinale Dil. D 6, Hypericum Perforatum Dil. D3, Acidum Silicicum Dil. D9, Euphorbia Cyparissi...	0	1
Selenicereus Grandiflorus Ø, Spigelia Anthelmia Dil. D2, Convallaria Majalis Dil. D4, Urginea Maritima Dil. D4, Crataegus Mother Tincture	0	1
Trolamine	0	7
Aluminium Phosphate, Diphtheria Toxoid Adsorbed On Aluminium Hydroxide, Hydrated And Aluminium Phosphate, Tetanus Toxoid Adsorbed On Aluminium Hydr...	0	9
Flunisolide Hemihydrate	0	1
Nortriptyline	0	26
Chlorphenamine Maleate, Phenylephrine Hydrochloride, Paracetamol, Caffeine	0	1
D-Camphor, Essential Oil Of Turpentine Kind "pinus Pinaster", Eucalyptus Oil	0	1
Ascorbic Acid, Rutoside, Alphatocopherol Acetate	0	1
Holcus Lanatus Pollen Extract	0	1
Plantago Lanceolata Fluid Extract	0	5
Sodium Phosphate Dodecahydrate	0	1
Dry Extract From Thyme, Containing 0.77-0.02 Mg Of Thyme Oil, Corresponding To 55-102 Mg Of Dried Thyme Herb, Extraction Solvent: Water, Liquid Ext...	0	1
Magnesium Hydroxide, Magnesium Lactate	0	1
Brassica Napus L.	0	22
Risedronic Acid	0	3
Tincture From Fresh Echinacea Purpurea Herb (1:12), Extraction Solvent: Ethanol 57.3% M/M, Aquous Extract Of Echinaceae Purpureae Radix (1:11) Extr...	0	1
Aesculus Hippocastanum, Extract	0	1
Extractum Liquidum (1:3) Ex: Thymi Herba, Lichene Islandico, Hyssopi Herba, Saponariae Radice, (18p.+7p.+3p.+2p.)	0	1
Natrium Chloratum Trit. D6	0	1
Chamaelirium Luteum D6, Acidum Phosphoricum D6, Sepia Officinalis D6, Strychnos Ignatii D6, Anamirta Cocculus D6, Zincum Metallicum D6	0	1
Zincum Valerianicum D4, Passiflora Incarnata D1, Coffea D 6, Avena Sativa Dil. D1, Humulus Lupulus Dil. D2	0	1
Arnica Montana E Floribus W 5% (Hab, Vs. 12g Mit Nativem Olivenöl)	0	1
Cor Suis D10, Cor Suis D200, Cor Suis D30	0	1
Guaifenesin, Dry Extract From St. John's Wort, Passion Flower, Valerian Root, Hawthorn Leaf And Flower, Hop Strobile, Lemon Balm Top And Elder Flower	0	1
Phenoxybenzamine Hydrochloride	0	2
Sinusitis Nosode D10, Sinusitis Nosode D200, Sinusitis Nosode D30	0	1
Docusate Sodium, Sorbitol, Liquid (Non-Crystallising)	0	3
Loncastuximab Tesirine	0	1
Betamethasone Dipropionate, Calcipotriol, Anhydrous	0	1
Ispaghula Seed, Cassia Angustifolia Vahl. (Polvo De Frutos)	0	1
Racementhol, Camphor, Racemic, Methyl Salicylate, Turpentine Oil	0	1
Tetanus Toxoid, N. Meningitidis Group C (Strain C11) Polysaccharide (De-O-Acetylated)	0	1
Acetylsalicylic Acid, Caffeine, Codeine Phosphate Hemihydrate	0	3
Ethanol	0	2
Carbon Dioxide, Sodium, Hydrogen Carbonate	0	1
Vipera Berus Dil. D12, Arnica Montana Dil. D4, Sepia Gruneris Dil. D4, Strophanthus Gratus Dil. D4, Aesculus Hippocastanum Dil. D4, Strychnos Nux-V...	0	1
Apis Mellifica D4, Apis Mellifica D10, Apis Mellifica D1000, Apis Mellifica D200, Apis Mellifica D30, Apisinum D30, Apisinum D8, Kalium Stibyltarta...	0	1
Gingiva Suis D10, Gingiva Suis D200, Gingiva Suis D30	0	1
Paraffin, Light Liquid, Arachis Oil	0	3
Cobamamide, Levocarnitine	0	1
Diflucortolone Valerate, Isoconazole Nitrate	0	2
Lidocaine Hydrochloride Monohydrate	0	55
Belladonna Rh Dil. D6, Betula, Folium Dil. D3, Formica Rufa Dil. D6	0	1
Idelalisib	0	1
Promethazine Hydrochloride, Paracetamol, Dextromethorphan Hydrobromide Monohydrate	0	1
Sulfur Dil. D 8, Aesculus Hippocastanum Dil. D4, Vipera Berus E Veneno Sicc. Dil. D 10, Melilotus Officinalis Dil.D4, Lycopodium Clavatum Dil. D4, ...	0	1
Entacapone, Levodopa, Carbidopa Monohydrate	0	14
Meptazinol	0	1
Calcium Sulfuricum Dil. D6, Kalium Bichromicum Dil. D12, Luffa Operculata Dil. D4, Acidum Silicicum Dil. D8, Hydrastis Canadensis Dil. D4	0	1
Valerian Root Dry Extract (3-6:1), Ethanol 70 %(V/V)	0	21
Amlodipine Besilate, Perindopril Tosilate	0	13
Formoterol Fumarate Dihydrate, Beclometasone Dipropionate Anhydrous	0	23
Opium Tincture	0	4
Cimicifuga Rhizome Dry Extract	0	4
Depemokimab	0	1
Lanadelumab	0	1
Auri Solutio Colloidalis D4, Camphora D2, Crataegus D1, Selenicereus Grandiflorus D2, Strophanthus Gratus D4, Valeriana Officinalis D1	0	1
Hydrochlorothiazide, Losartan	0	20
Potassium Chloride, Sodium Acetate, Sodium Chloride, Magnesium Chloride, Sodium Gluconate	0	4
Sorbitol (E420), Citric Acid	0	1
Dry Extract Of St. John's Wort (5-7:1), Extraction Solvent: Ethanol 60% (M/M), Dry Extract Of Valerian Root (4-7:1), Extraction Solvent: Ethanol 60...	0	1
Marshmallow Root, Plantaginis Lanceolatae Folium, Thymi Herba, Liquorice Root	0	1
Buprenorphine Hydrochloride	0	29
Salicylic Acid, Sodium Iodide	0	1
Tranylcypromine	0	15
Allium Cepa Ferm 34a Ø, Barium Citricum Dil. D10 Aquos. (Hab, Vs. 8b), Cutis Feti Bovis Gl Dil. D4 (Hab, Vs. 41b), Hirudo Medicinalis Ex Animale To...	0	2
Ferrum Phosphoricum Dil. D12, Natrium Sulfuricum Dil. D8, Spiraea Ulmaria Dil. D12, Lithium Carbonicum Dil. D12, Rhododendron Dil. D6	0	1
Nicotinamide	0	10
Chlorhexidine Digluconate Solution, Lidocaine Hydrochloride	0	1
Articulatio Interphalangea Bovis Gl Dil. D16 (Hab, Vs. 41b), Echinacea Pallida E Planta Tota Ferm 33c Dil. D2 (Hab, Vs. 33c), Quarz Dil. D29 Aquos.	0	1
Cuprum Metallicum Dil. D 8, Drosera Dil. D 2, Kalium Iodatum Dil. D4, Lobelia Inflata Dil. D4, Laurocerasus Dil. D3, Bryonia Dil. D3, Stannum Jodat...	0	1
Helminthosporium Halodes	0	23
Phytomenadione	0	22
Sodium Fluoride Bp	0	1
Dry Extract From Bearberry Leaf (3,5-5,5:1), Extraction Solvent: Ethanol 60% (V/V)	0	6
Magnesium Alginate, Sodium Alginate	0	1
Bifidobacterium Animalis, Subsp. Lactis, Strain Bb-12, Live	0	1
Retinol Palmitate, Riboflavin Sodium Phosphate, Thiamine Hydrochloride, Ascorbic Acid, Ergocalciferol, Nicotinamide, Pyridoxine Hydrochloride	0	1
Thyme Liquid Extract	0	1
Acidum Silicicum Trit. D3, Hepar Sulfuris Trit. D 6, Hydrargyrum Sulfuratum Rubrum Trit. D6, Kalium Chloratum Trit. D4, Echinacea Trit D2, Euspongi...	0	1
Euphrasia 3c D6, Argentum Nitricum D6, Hepar Sulfuris D12, Atropa Bella-Donna D6	0	1
Mycophenolate Mofetil Ph. Eur.	0	2
Cefprozil	0	9
Willow Bark, Thyme, Sambucus Nigra Flower	0	7
Argentum Metallicum Dil. D29 Aquos., Atropa Belladonna Ex Herba Ferm 33a Dil. D14 (Hab, Vs. 33a), Conjunctiva Bovis Gl Dil. D16 (Hab, Vs. 41b), Ech...	0	1
Colecalciferol, Cholecalciferol Concentrate (Powder Form)	0	2
Glyceryl Trinitrate	0	92
Pentoxifylline	0	48
Serenoa Repens Fruits Hydroalcoholic Extract, Urtica Root Dry Extract	0	2
Diphtheria Toxoid, Tetanus Toxoid, Pertussis, Inactivated, Whole Cell, Combinations With Toxoids	0	1
Liquid Extract From Marshmallow Root (1:20), Extraction Solvent: Water	0	1
Benzoic Acid, Peppermint Oil, Ethanol, Eucalyptus Oil, Salicylic Acid, Thymol, Malachite Green	0	1
Iodoform	0	1
Pulsatilla Pratensis Dil. D2, Atropa Bella-Donna D2, Calcium Carbonicum Hahnemanni D8, Matricaria Recutita D1, Plantago Major D3	0	1
Tasimelteon	0	1
3-Hydroxy-2-Naphthanilide	0	1
Ergocalciferol, Phytomenadione, Retinol, Dl-Alpha-Tocopherol	0	5
Methyl Parahydroxybenzoate	0	1
Candida Parapsilosis E Volumine Cellulae (Lyophil., Steril.) D3	0	1
Valsartan, Amlodipine Besilate	0	19
Anamirta Cocculus Dil D6, Petroleum Rectificatum Dil D6, Nicotiana Tabacum Dil D6, Psychotria Ipecacuanha Dil. D6	0	1
Ganirelix Acetate	0	2
Panax Ginseng D4, Cimicifuga Racemosa D3, Sepia Officinalis D8, Crocus Sativus D3, Turnera Diffusa D3	0	1
Clematis Recta Dil. D2, Arsenicum Album Dil. D6, Sulfur Dil D4, Mercurius Bijodatus Dil. D8, Scrophularia Nodosa Dil. D3, Conium Dil. D4, Lachesis ...	0	1
Dexpanthenol, Sodium Hyaluronate	0	1
Levofloxacin	0	169
Bacitracin	0	2
Hyoscyamus Niger Trit. D 4, Ignatia Trit. D3, Cimicifuga Racemosa Trit. D4, Phosphorus Trit. D12, Platinum Metallicum Trit. D12, Zincum Metallicum ...	0	1
Prednisolone Pivalate Ph. Eur.	0	1
Strophanthus Gratus Dil. D4	0	2
Echinacea Purpurea Herba, Extract, Echinacea Purpurea Radix, Extract	0	2
Melissa Officinalis Cupro Culta, Herba Dil. D2	0	1
Calcium Chloride Dihydrate, Glucose, Lactic Acid, Magnesium, Potassium, Sodium, Chloride Ion, Hydrogen Carbonate	0	1
Troxerutin	0	25
Aluminium-Kalium-Sulfuricum D4, Echinacea D1, Euphorbium D6, Gelsemium Sempervirens D6	0	1
Fluoride	0	14
Nystatin	0	50
Chlortalidone	0	27
Dacarbazine Citrate	0	4
Klebsiella Pneumoniae Extractum Cellulae (Lyophil., Steril.) D6	0	1
Ash Pollen	0	1
Horse Fly	0	12
Platanus Acerifolia	0	24
Sodium Selenite	0	9
Dry Extract From Viburnum Prunifolium Bark (1.8-2:1), Extraction Solvent: Ethanol 30% V/V, Liquid Extract Of Hamamelis Leaf (0.8 -1.0:1), Extractio...	0	1
Magnesium Oxide, Heavy, Magnesium Citrate Dibasic, Pyridoxine Hydrochloride	0	1
Brivaracetam	0	58
Roflumilast	0	18
Tincture From Sage Leaf, Extraction Solvent: Ethanol 68% (V/V)	0	2
Agaricus Dil. D 6, Asa Foetida Dil. D 5, Strychnos Ignatii Dil. D 6, Zincum Isovalerianicum Dil. D 8, Valeriana Officinalis Dil. D3	0	1
Famotidine	0	69
Natrium Sulfuricum Dil. D 6, Carbo Vegetabilis Dil. D 12, Eriodictyon Californicum Dil. D12, Acidum Arsenicosum Dil. D8	0	1
Chamomilla Recutita E Radice Ferm 33c Dil. D2 (Hab, Vs. 33c), Lachesis Dil. D11 Aquos. (Hab, Vs. 5b), Melissa Officinalis Ex Herba Ferm 33c Dil. D2...	0	2
Zolpidem Hemitartrate	0	2
Arnica Montana E Planta Tota Ferm 33c Dil. D5 (Hab, Vs. 33c), Apatit Dil. D6, Cerebellum Bovis Gl Dil. D7 (Hab, Vs. 41a), Conchae Dil. D5, Levistic...	0	1
Corticorelin Triflutate	0	1
Guajacum Dil D 3, Grindelia Robusta Spag. Peka Dil. D8, Usnea Barbata Dil. D12, Bryonia Spag. Peka Dil. D3, Dactylopius Coccus Spag. Peka Dil. D2, ...	0	1
Phentolamine Mesilate, Papaverine Hydrochloride	0	1
Smilax Dil. D3, Lycopodium Dil. D5, Acidum Nitricum Dil. D6, Berberis Vulgaris Dil D3	0	1
Dorocubicel, Allogeneic Umbilical Cord-Derived Cd34- Cells, Non-Expanded	0	1
Lormetazepam	0	40
Betamethasone Valerate Bp	0	1
Ivy Leaf Dry Extract (Ethanol 40% V/V), Der Native 6-7:1	0	2
Ramipril, Rosuvastatin	0	2
Tetracycline Hydrochloride	0	19
Aciclovir Bp	0	1
Ethanol 70 %	0	3
Mirdametinib	0	1
Carmellose Sodium, Calcium Chloride, Potassium Dihydrogen Phosphate, Potassium Chloride, Sodium Chloride, Magnesium Chloride	0	1
Viscum Album Aceris Ex Herba Recente Col. D20	0	1
Apis Mellifica Dil. D4, Acidum Benzoicum E Resina Dil. D4, Capsella Bursa-Pastoris Spag. Peka Ø, Solidago Virgaurea Mother Tincture, Acidum Nitricu...	0	1
Ginkgo Dry Extract, Refined And Quantified	0	5
Parietaria Sp. Pollen	0	1
Coconut Oil, Salicylic Acid, Distilled Coal Tar	0	1
Dihydrocodeine	0	1
Lidocaine Hydrochloride Monohydrate, Hydrocortisone	0	1
Benazepril Hydrochloride	0	7
Imipramine Hydrochloride Bp	0	2
Propranolol	0	4
Sultamicillin	0	3
Ephedrine	0	1
Mercurius Praecipitatus Ruber D10, Asa Foetida D8, Kalmia Latifolia D8	0	1
Calcium, Glucose, Magnesium, Potassium, Chloride Ion, Acetate	0	1
Valerian Tincture, Hyperici Herba Extractum, Menthae Piperitae Tinctura, Tinctura Amara	0	1
Amlodipine, Indapamide, Perindopril	0	4
Fosinopril Sodium, Hydrochlorothiazide	0	23
Orphenadrine Hydrochloride	0	4
Cinchocaine Hydrochloride, Neomycin Sulfate, Tetracaine Hydrochloride, Benzocaine, Butyl Parahydroxybenzoate, Ethyl Parahydroxybenzoate E214, Methy...	0	6
Dermatophagoides Pteronyssinus Extract	0	4
Lasmiditan	0	1
Aurum Metallicum Dil. D9, Lobelia Inflata Dil. D6, Nicotiana Tabacum D5, Strychnos Nux-Vomica D9, Passiflora Incarnata D5, Vitex Agnus-Castus D5	0	1
Hydrocortisone Acetate, Chloramphenicol	0	3
Potassium Chloride, Sodium Chloride, Citric Acid Anhydrous, Glucose Monohydrate, Sodium Citrate Dihydrate	0	2
Soya-Bean Oil Refined	0	2
Dry Extract Of Valerian Root (5.5-7.4:1), Extraction Solvent: Ethanol 85% (M/M)	0	1
Matricaria Recutita D6	0	1
Butoconazole Nitrate	0	2
Sambuci Flos, Lupuli Flos, Marshmallow Root, Matricariae Flos, Wild Thyme, Menthae Piperitae Herba, Plantaginis Lanceolatae Folium, Rubi Idaei Foli...	0	1
Treprostinil Sodium	0	1
Almotriptan	0	32
Ferrum Sidereum Dil. D8 Aquos., Quarz Dil. D20, Sulfur Dil. D6 Aquos.	0	1
Nifuroxazide	0	9
Chlorhexidine Dihydrochloride, Triamcinolone Acetonide	0	1
Ascorbic Acid Bp	0	1
Cuprum Sulfuricum Dil. D4, Arnica Montana E Floribus Sicc. Glückselig Dil. D2, Bolus Alba Spag. Glückselig Ø, Dryopteris Filix-Mas Ex Herba Rec. Gl...	0	2
Hepar Sulfuris Dil. D8, Graphites Dil. D8, Thuja Occidentalis Dil. D10, Acidum Formicicum Dil. D8, Baptisia Tinctoria Dil. D5, Vincetoxicum Hirundi...	0	1
Pilocarpine nitrate Ph. Eur.	0	1
Sodium Hydrogen Carbonate, Alginic Acid, Aluminium Hydroxide	0	1
Dry Extract From Chaste Tree Fruits (7-13:1), Extraction Solvent: Ethanol 60% (M/M)	0	1
Magnesium Carbonate, Light, Bismuth Subgallate	0	1
Biotin Sodium	0	1
Rhamnus Purshiana Dc. Bark	0	2
Thymus Herb Liquid Extract	0	1
Aconitum Dil. D3, Simarouba Cedron Dil D2, Acidum Arsenicosum Dil D5, Citrullus Colocynthis (Hab 34) Dil D5, Gelsemium Dil. D3	0	1
Euspongia Officinalis D3, Apocynum Cannabinum D7, Convallaria Majalis D3, Digitalis Purpurea D5	0	1
N. Meningitidis Group C (Strain C11) Oligosaccharide Conjugated To Corynebacterium Diphtheriae Crm197 Adsorbed On Aluminum Hydroxide, Aluminium Hyd...	0	1
Ceftriaxone Disodium Salt Hemiheptahydrate	0	31
Yellow Fever Virus Strain 17d-204 (Live, Attenuated)	0	2
Argentum Metallicum Praeparatum Dil. D20, Berberis, Fructus Dil. D3, Quarz Dil. D12	0	1
Collagenase Clostridium Histolyticum, Enzymes Nos	0	1
Glycine, L-Lysine Monohydrochloride, Pyridoxine Hydrochloride, L-Tryptophan, L-Isoleucine, L-Leucine, L-Methionine, L-Proline, L-Serine, L-Threonin...	0	1
